Lemma	BNC_Freq	Hh	Hm	Ht	Hrh	Hrm	Hrt	Hlh	Hlm	Hlt	Hh_Lex	Hm_Lex	Ht_Lex	Hrh_Lex	Hrm_Lex	Hrt_Lex	Hlh_Lex	Hlm_Lex	Hlt_Lex	Hh_Cond	Hm_Cond	Ht_Cond	Hrh_Cond	Hrm_Cond	Hrt_Cond	Hlh_Cond	Hlm_Cond	Hlt_Cond	Hi	Freq	JSD_Hh_Dep	JSD_Hm_Dep	JSD_Ht_Dep	JSD_Hrh_Dep	JSD_Hrm_Dep	JSD_Hrt_Dep	JSD_Hlh_Dep	JSD_Hlm_Dep	JSD_Hlt_Dep	JSD_Hi	Dom_Pos	Contextual_H	coltheart.N	OLD20	nletters	nsyl	morphology	flection	synclass	celex.frequency	celex.frequency.lemma	celex.inflectional.entropy	lemma.size	nlemmas	bnc.frequency	bnc.frequency.million	subtlex.frequency	subtlex.frequency.million	subtlex.cd	subtlex.cd.pct	summed.monogram	summed.bigram	summed.trigram	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV	SFreq	SCDcnt	Animacy	Animacy.simplified	logFreq
cube	1564	2.18249010507781	1.87282437228375	2.56717216125797	1.90830076704247	1.55992195557239	2.43312138698831	1.57936349963642	1.1790938741005	2.0876738832526	4.74716563641717	4.72213040319138	5.11074542408146	4.68883032397177	4.57914130638462	4.95963413168243	4.0909920382704	4.15887244494821	4.68640696255856	0.0827870056321611	0.248915676003133	0.396914136678276	-0.00072190589316623	0.234890696892046	0.420472482795042	0.0565226401594563	0.0511548775644561	0.13311649531769	0.673435031209555	1564	0.0365950300097292	0.0106240407102844	0.0212464585161588	0.0306203331961228	0.0218176300664314	0.0214732760126135	0.0398291607609741	0.0115494587699082	0.0284478535622294	0.0101196792881905	Noun	287.932088064	4	1.6	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	84	190	-536.751654246	46	2	383	3.83	121	2.3725	70	0.0083	520244	21402	596	K.Y.UW.B	K.Y.UW1.B	1	4	8	141.3	8.26	4008	8	141.3	8.26	4008	0.0016328	0.00671535	0.00165536	0.00178628	0.00118799	0.00630226	0.00127383	0.00155542	0.00017533	0.00010067	0.00018758	0.00015432	9.967e-05	7.844e-05	0.00011445	0.00011424	0.03281954	0.01440811	0.0311269	0.02670826	0.03226419	0.01385647	0.03063557	0.02633596	0.02778764	0.01663053	0.0285052	0.02621114	0.02762123	0.01650314	0.02831138	0.02601814	2.98	91	NA	NA	1.09192330051731
cue	2463	2.32235278268276	1.7223302270145	2.65030046942447	2.07919490218661	1.36944646228716	2.45443566932129	1.69754116056584	1.2350666081903	2.17712584881424	5.05559801426352	4.13675627993115	5.17376839658777	4.87863744717097	4.25113555336542	5.08549517193672	4.37247194654732	3.69071018177575	4.72764684148291	0.124747510225501	0.247494203057087	0.362404164132553	0.176367144597724	0.209069396440915	0.374459093643277	0.0446633452103029	0.0952586025180779	0.111375302689656	0.689745634453429	2463	0.0223760798763736	0.0373770312749146	0.0179195522658441	0.0310518103468082	0.0588299103746661	0.0364470096048404	0.0213768705385603	0.0212529473340834	0.019672570269937	0.0390570115028842	Noun	280.530836468	10	1.25	3	1	monomorphemic	singular	Noun	99	121	-656.387026633	2	1	459	4.59	315	6.1765	248	0.0296	504967	19175	572	K.Y.UW	K.Y.UW1	1	3	18	43567.48	28.85	37302	18	43567.48	28.85	37302	0.00230641	0.01004874	0.00236368	0.00262915	0.00165597	0.00943397	0.00180328	0.00229331	0.0003047	0.00018585	0.00032043	0.00027805	0.00016582	0.0001465	0.00018743	0.00020971	0.03746751	0.01543318	0.03659159	0.0313029	0.03674319	0.01473336	0.03595842	0.03083566	0.02512281	0.02235549	0.02976955	0.03006193	0.02466154	0.02221532	0.02935939	0.02978536	7.78	293	NA	NA	2.0515563381903
cuff	1014	2.27339894267431	1.79789442082907	2.56894463708872	1.98466522169974	1.16064329973853	2.34536257711223	1.64972057381994	1.26302288634671	2.16166272535268	4.34064910370187	4.63170079867937	4.91642357904214	4.28736337078991	3.87764959429402	4.58767570446334	3.66904090026064	4.26603662718448	4.50520825037417	0.163553213805402	0.181534022667654	0.325774371590446	0.0284805392294532	0.163956976952889	0.25118951273231	0.0402800052850338	0.0569580676833503	0.130547022210173	0.693360392137189	1014	0.0252925140890476	0.0434219600482842	0.0257504234142552	0.0447533397648427	0.0619180683343584	0.039329800590801	0.0202389084508018	0.0379970375990951	0.0258749726586928	0.0288232324609541	Noun	283.485333728	8	1.5	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	69	152	-369.996681179	48	3	199	1.99	197	3.8627	164	0.0196	444925	13222	1489	K.AH.F	K.AH1.F	1	3	28	9156.34	26.56	33973	25	3593.79	19.57	20506	0.00534696	0.0041939	0.00524996	0.00483562	0.0007157	0.00150186	0.00094144	0.00146578	2.553e-05	6.53e-06	2.914e-05	1.578e-05	1.411e-05	3.11e-06	1.456e-05	8.02e-06	0.06462542	0.05767668	0.06242188	0.05713894	0.04963301	0.03823264	0.04956281	0.04632426	0.05080702	0.0780507	0.05324853	0.05674725	0.04924477	0.05112073	0.04927697	0.04800134	5.71	237	NA	NA	1.74221902366792
cult	2762	2.02240414892051	1.83321059449015	2.45671391593294	1.54041030620047	1.12123993420889	2.0427138640463	1.37083846938622	1.16388562701248	1.94258190563719	4.38812705788734	4.89660370328658	5.00901199137241	3.48054010625815	5.15429038212368	4.75024845627121	3.97530253672678	3.71309672313392	4.49060145276194	0.0854616907300842	0.230967936197274	0.374573124388004	0.0611748607372791	0.150062011964762	0.253808114588264	0.0402820915574691	0.018853423717109	0.0681483762400061	0.43749000776853	2762	0.0184920583950515	0.0371053317338117	0.0218349515703346	0.020590783734477	0.0557214159800841	0.0328017630074946	0.0202042103707664	0.0213645903730328	0.0208967976920735	0.00895230228762713	Noun	280.026420041	4	1.65	4	1	monomorphemic	singular	Noun	161	187	-1180.33177565	2	1	911	9.11	213	4.1765	135	0.0161	512462	19789	1102	K.AH.L.T	K.AH1.L.T	1	4	16	287.44	7.64	6742	14	286.64	7.35	6720	0.00915941	0.00521924	0.00844377	0.00715609	0.00109105	0.00106126	0.00117779	0.0012409	0.0007277	0.00022367	0.00064252	0.00042791	0.00011996	3.474e-05	0.00011804	8.385e-05	0.08022245	0.09392353	0.0822845	0.08157624	0.06891857	0.0789643	0.07251502	0.07327548	0.0838956	0.11180112	0.08910392	0.09587809	0.08228248	0.1095164	0.08780945	0.09391701	4.45	142	NA	NA	1.49290409617815
cunt	501	2.25640506700557	2.43364917692465	2.76702942474979	1.75843946510654	1.61643015312	2.38603672589321	1.83906038096432	1.90281188266373	2.46654470525662	4.18343028006977	4.28808475523678	4.67777040190539	3.45592834992438	2.8885594591216	3.71598714232267	3.82724075292368	4.09411787582359	4.43393432293589	0.298604397461729	0.331941998061921	0.503091845486051	0	0.223785455849683	0.257799201091671	0.292025306150802	0.348607541101211	0.414229547715068	0.436810618261789	501	0.0692459979603816	0.133300903928798	0.0755340075602272	0.135309651289044	0.222081545804663	0.16025586548707	0.049377202644014	0.0994645632823748	0.0665002794685905	0.00899981030631297	Noun	250.973885531	8	1.45	4	1	monomorphemic	singular	Noun	37	47	-192.924844563	2	1	223	2.23	313	6.1373	165	0.0197	528817	26726	2151	K.AH.N.T	K.AH1.N.T	1	4	19	5759.07	16.96	20888	14	381.25	10.45	9377	0.01525395	0.01240573	0.01510918	0.01421428	0.00467332	0.00412219	0.00491665	0.00549232	0.00195671	0.00170243	0.00204104	0.0019478	7.057e-05	0.00011739	0.00012223	0.00018915	0.08571664	0.10636775	0.0878649	0.08956424	0.07440912	0.09140124	0.07808415	0.08125278	0.08283026	0.12316285	0.09014847	0.10448732	0.08121808	0.12087698	0.08885306	0.10252448	6.86	176	NA	NA	1.92570744173779
cup	17539	2.18093229929938	1.81294550835939	2.56197253533984	1.48731134588693	1.58411390906978	1.99392940740932	1.62529285876823	1.28764545306335	2.15424939643402	4.09489506647452	5.09554935474813	4.84727890595677	2.97671667712317	5.11563552216103	3.77376434384581	3.84301135232477	4.67764815165372	4.78906292469719	0.168040658521492	0.33684823868945	0.407354053126148	0.0959655564243693	0.327938947792236	0.270792724163277	0.129846823912748	0.152745359485905	0.197567689412527	0.50600738804265	17539	0.020351425895884	0.0539664431927001	0.0273652755789625	0.0267886236422516	0.0423618553237672	0.0462208962266066	0.0179216940925269	0.0507382169841706	0.0300976169905962	0.00282592816151945	Noun	284.301943938	11	1.25	3	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	1087	1446	-10779.7834249	46	2	12262	122.62	2373	46.5294	1494	0.1781	441972	14788	1954	K.AH.P	K.AH1.P	1	3	26	13471.94	31.76	46599	24	7914.45	25.55	33300	0.00550372	0.00491316	0.00552341	0.00518136	0.00073993	0.00208454	0.00096053	0.00148664	0.00014639	9.333e-05	0.00012296	0.00015191	2.822e-05	7.199e-05	4.821e-05	0.00011293	0.06976891	0.0598007	0.06741904	0.0612549	0.05477309	0.04035542	0.05454988	0.05043471	0.0562807	0.07853863	0.05983968	0.05964774	0.05470696	0.0516086	0.0558614	0.05090127	51.65	1566	inanimate	inanimate	3.94449019556565
curb	507	2.24453886951872	1.79651393219215	2.59485215848848	1.49546257346145	1.35734691327766	1.98236203586305	1.71301766917281	1.17889395723084	2.1762306239982	4.58147063091977	4.93323248691931	5.08050209528813	3.01483303828504	4.46257567877941	3.9176721592138	4.79968679915281	4.48063578031505	5.24668051643076	0.231477679916642	0.194431195344854	0.39316090470189	0.266141500854468	0.133927024926473	0.152156782216836	0.13348289110476	-8.88178419700125e-16	0.151662194186591	0.642830588062415	507	0.0488433430293841	0.0398891190889993	0.0304288514333656	0.0343797981584788	0.0934387686952904	0.0553651334668775	0.0540022799523328	0.0212819579628478	0.036531198322516	0.0778529048564179	Noun	285.541714872	5	1.6	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	56	105	-213.458971371	46	2	557	5.57	200	3.9216	165	0.0197	488286	13992	844	K.ER.B	K.ER1.B	1	3	20	106.23	10.93	2466	20	106.23	10.93	2466	0.00128513	0.00027676	0.00108567	0.00056131	0.00036997	8.373e-05	0.00032436	0.0001757	1.702e-05	2.74e-06	1.223e-05	3.89e-06	1.235e-05	2.56e-06	1.166e-05	3.71e-06	0.04932235	0.0227856	0.04713838	0.04087064	0.04499777	0.01762798	0.04291505	0.03593017	0.04392982	0.02555298	0.03981417	0.03639804	0.04310342	0.02246255	0.03752002	0.03249674	4.1	173	NA	NA	1.41098697371026
curd	330	2.04776322974811	2.02391462636838	2.5388600152771	1.76205872386742	1.36189776965047	2.24171901424145	1.4136595239038	1.32873671643748	2.05906332151143	3.74207037819921	4.81762479156918	4.75825208943508	3.38085940103629	4.20256581119848	4.39683509806744	3.15609343707986	4.58132728571482	4.30140157284311	0.0568513539537574	0.388713509210909	0.282958761657161	0	0.281851206448872	0.377174845820629	0	0	0.0847201982614809	0.66190890184261	330	0.0570764485322034	0.0539714972758223	0.0534269982316555	0.121341708233772	0.074332199481734	0.102023935199978	0.031406807863867	0.0508517091012135	0.0373163367956429	0.00699883311872644	Noun	266.825125506	9	1.35	4	1	monomorphemic	singular	Noun	47	66	-261.211459437	2	1	103	1.03	20	0.3922	15	0.0018	504292	23384	1195	K.ER.D	K.ER1.D	1	3	31	2867.27	28.53	32422	29	2852.78	27.3	31899	0.00196184	0.00085563	0.00203719	0.00168892	0.00038936	0.00030877	0.00047645	0.00055231	4.596e-05	3.799e-05	4.894e-05	7.077e-05	1.058e-05	3.83e-06	1.059e-05	1.049e-05	0.0538294	0.0440542	0.05396764	0.05332586	0.04950183	0.03888412	0.04973051	0.04836871	0.05824561	0.0622818	0.06009001	0.06579066	0.05738914	0.05918679	0.05777516	0.06188361	0.43	16	NA	NA	-0.843970070294529
cure	2880	1.94223041132457	2.0170371610332	2.52579807224825	1.46141456729112	1.42631034561322	2.10171497635161	1.3269042114297	1.45030834514314	2.04973408081231	4.21325629450033	4.42968261089787	4.72127848001281	3.33343052062565	3.95908171161643	4.09212432430453	3.79954131013357	4.09591206677907	4.53922398185175	0.0821758684191582	0.316421657169929	0.386073540639571	0.0367521349534492	0.119545326179441	0.189293746080764	0.048166503898706	0.0925277762883914	0.118808108641077	0.379637715792492	2880	0.0185719033613417	0.0305713584150638	0.0204753389945105	0.0266571407814648	0.0339221761245277	0.0255307624629241	0.0164963511878412	0.0342897308192577	0.0226529541489856	0.016070980320276	Noun	283.324594984	12	1.05	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	373	638	-2518.90666803	46	2	1498	14.98	1033	20.2549	616	0.0734	560381	31168	1990	K.Y.UH.R	K.Y.UH1.R	1	4	6	6480.93	7.28	9628	6	6480.93	7.28	9628	0.00092712	0.00234356	0.00091342	0.00111189	0.00086487	0.0021104	0.00085085	0.00096382	0.00016256	0.00097291	0.00018779	0.00031214	0.00014289	0.00087995	0.00016358	0.00024665	0.0360387	0.01684156	0.03356631	0.02878687	0.03587806	0.01631322	0.03340249	0.02855541	0.02494673	0.01898186	0.02690706	0.02611611	0.02491055	0.01886946	0.0268709	0.0260199	20.84	627	NA	NA	3.03687421688517
curl	1992	2.11647148632682	1.75478138468359	2.53838515891354	1.77446506635622	1.47363872967897	2.28130112259847	1.46752274140223	1.14716831647728	2.00826750515494	5.13726461727132	4.85731175745559	5.43290702716454	4.31167460341564	4.66783741982836	4.80120094782237	4.75480314623375	4.45294425181035	5.24752468982388	0.111426948756725	0.288396937081902	0.390037863782193	0.0838963792561458	0.355452062290756	0.355865779753691	0.0302634663460255	0.0697516312769872	0.0971476269509415	0.520575398904831	1992	0.0381103899051661	0.0408833420514638	0.0325807642244571	0.0281419563588923	0.0807823155805535	0.0480693193733031	0.0428275165861456	0.0239390531355059	0.034903513784287	0.140845605542001	Verb	425.681559961	9	1.35	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	77	409	-313.28177744	46	2	451	4.51	108	2.1176	100	0.0119	513037	16073	852	K.ER.L	K.ER1.L	1	3	36	2247.74	29.19	26126	35	2245.35	28.64	26050	0.0013022	0.00058828	0.00124983	0.00091375	0.00033604	0.00036211	0.00041377	0.00048107	1.192e-05	3.01e-06	1.537e-05	6.49e-06	1.235e-05	2.91e-06	1.576e-05	6.6e-06	0.06385011	0.03895943	0.06506385	0.06017626	0.05951592	0.03379233	0.0608043	0.05520993	0.05852632	0.04039996	0.06160003	0.0582919	0.05766925	0.03730768	0.05928365	0.05438631	2.35	111	NA	NA	0.854415328156068
curse	1451	2.08516750889332	2.10020765737181	2.63255942066989	1.7977572135117	1.52786208078085	2.27759461193113	1.28126306820739	1.63163035719822	2.10033705227481	4.37173265114833	4.81029497593401	4.92337902253704	4.20316007018628	3.99605716437618	4.53852389200524	3.51448641504258	4.66420753483804	4.62638604831802	0.13445075897026	0.435947684794603	0.441891176384661	0.0978163983814735	0.0965256389457987	0.2667443670264	0.0914211327337737	0.251217172202549	0.210741641254889	0.514566141489796	1451	0.0369292262863412	0.0503533739542234	0.0368281420021493	0.021579889164075	0.0705235468555719	0.0393810983211308	0.0512778897621232	0.0431036405495369	0.0464289738312596	0.0022562831220671	Noun	283.481464794	6	1.45	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	193	457	-1172.91699622	46	2	529	5.29	836	16.3922	480	0.0572	628339	30999	2046	K.ER.S	K.ER1.S	1	3	33	671.26	21.93	15224	32	669.91	21.56	15167	0.00185009	0.00088761	0.00170078	0.00142955	0.00057838	0.00039019	0.00059304	0.00060482	1.702e-05	7.85e-06	2.348e-05	1.461e-05	1.764e-05	7.58e-06	2.407e-05	1.486e-05	0.0676363	0.04242152	0.06554555	0.06184465	0.06329959	0.0372524	0.06128503	0.05687608	0.05684211	0.04267045	0.05540106	0.05442065	0.05598858	0.03957789	0.053091	0.05051583	18.22	517	NA	NA	2.90251989183181
curve	11377	2.11468337765261	1.85805373798766	2.53136035272459	1.90338287861849	1.28813229133324	2.32280848026792	1.48778136182274	1.26109556413764	2.01308756023452	5.01260966159862	4.88142961369965	5.3225723710889	4.52919596627419	4.42436241346398	4.91577459521365	4.54266882883481	4.59650385339515	5.07417298171743	0.185030854156971	0.447753289608882	0.491714283781834	0.167768470220155	0.278786483425084	0.400135573095233	0.097850585775344	0.1428604407791	0.188688741507909	0.518143474289397	11377	0.0308545918448538	0.0238179898167918	0.0177269244129016	0.0139341413486267	0.0629253057287751	0.0263642487654617	0.0343441642636593	0.00863470365262118	0.0327894924557701	0.00204759057517934	Noun	280.205540301	3	1.7	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	276	603	-2237.87094766	46	2	2594	25.94	209	4.098	166	0.0198	568234	26394	1511	K.ER.V	K.ER1.V	1	3	20	133.24	11.84	3930	20	133.24	11.84	3930	0.00131928	0.00037552	0.00125531	0.00080475	0.00042005	0.0001519	0.00044015	0.00035425	1.021e-05	1.77e-06	9.41e-06	4.37e-06	1.058e-05	1.71e-06	9.64e-06	4.45e-06	0.04901711	0.03001412	0.04870067	0.0463808	0.04469274	0.02485226	0.04447418	0.04143295	0.04308772	0.03615881	0.04136284	0.04345633	0.04226309	0.03306706	0.03906711	0.03955364	4.61	179	NA	NA	1.52822785700856
cusp	174	1.85006978422549	1.3596454391413	2.23661587926106	1.61897593052029	1.11600529100529	1.95022736396143	1.03372016709486	0.936603014408935	1.68285798728948	3.16009054735896	3.20665485079208	3.62097542898436	3.10241225219036	2.38622916349478	3.4536312417827	2.08578909419798	3.027419705558	3.22476406929525	4.44089209850063e-16	0.226250368823539	0.313817269430808	0	0	4.44089209850063e-16	-4.44089209850063e-16	0.100968806142953	0.0489432410139079	0.657482048804762	174	0.0416476419178848	0.0897158915482089	0.0472274101019183	0.0475393491595297	0.217582081874226	0.10006271105936	0.0593986350861914	0.0338477874217224	0.0466160827842115	0.00622302121853878	Noun	277.455379489	1	1.85	4	1	monomorphemic	singular	Noun	2	3	-2.85224898312	2	1	73	0.73	14	0.2745	14	0.0017	509930	17164	592	K.AH.S.P	K.AH1.S.P	1	4	4	53.22	2.22	1625	4	53.22	2.22	1625	0.00711272	0.0048939	0.00694649	0.00613526	0.00197639	0.00235114	0.00222083	0.00241928	0.00015575	6.131e-05	0.00015591	0.00013392	3.881e-05	2.668e-05	5.691e-05	6.153e-05	0.07224026	0.06367907	0.06984683	0.06559888	0.06096228	0.0490287	0.06013378	0.05741308	0.05029297	0.05640192	0.05259011	0.05696618	0.04878741	0.05446516	0.05135661	0.05514286	0.27	14	NA	NA	-1.30933331998376
cut	21934	2.36107963889657	2.15519798119379	2.71449636470958	1.7983951784799	1.66180976977443	2.33206013775331	1.7685263358879	1.48335745946481	2.30923456120567	5.25936493859426	5.31758179402847	5.64366903792458	4.3012837970472	5.4119777260667	5.01148659005851	5.02230735880413	4.78545606678986	5.49299982806584	0.238854620703904	0.565938520825631	0.574626074934049	0.170738254003822	0.336198566371649	0.407939840888084	0.147216389841997	0.237159474996238	0.275186206042493	0.689570147447881	21934	0.0314595080821878	0.0461353448517379	0.0231299674124781	0.0364205287974956	0.0995098664609702	0.0533167007885575	0.0271979917622492	0.0257330493643124	0.02480456957151	0.0196930368563479	Verb	286.156301917	17	1	3	1	conversion.monomorphemic	infinitive.past participle.plural past.plural present.singular.singular 2p past.singular 2p present.singular past 1p.singular past 3p.singular present 1p	Noun.Verb	3180	4085	-26445.6562276	101	2	17519	175.19	9347	183.2745	4543	0.5416	472434	20391	2146	K.AH.T	K.AH1.T	1	3	41	37748.5	49.24	63736	38	18079.7	38.88	42069	0.00792808	0.01081318	0.00797163	0.00721758	0.00078355	0.00431608	0.00109313	0.00183236	0.0003064	0.00018011	0.00035621	0.00031781	4.587e-05	6.821e-05	5.937e-05	0.00010432	0.0777634	0.09706702	0.07803199	0.07788444	0.06276229	0.0775999	0.06514139	0.06704197	0.06849123	0.1411256	0.08134931	0.09433616	0.06689183	0.11418776	0.07734906	0.08558291	229.76	4940	NA	NA	5.43703528585986
cyst	305	1.96204967454485	2.03690681455675	2.50301283094019	1.81365574546356	1.72761724467256	2.35197427254888	1.18836946521621	1.31687423704815	1.87042263585423	4.44813260624091	4.08410849510029	4.84602841912183	4.04978791229775	4.72536936778341	4.56181182495671	3.84372577941929	3.6714512634639	4.42645451940254	0.0534910963093775	0.599936519530504	0.319717557444378	0	0.241763161485563	0.376050282147655	-4.44089209850063e-16	0.0996464146707843	0.0243394514597162	0.692847630674632	305	0.0709818114324022	0.0306970853594466	0.0544200158974087	0.0685708685535803	0.0765827506007812	0.0676286828869918	0.0840688649045107	0.0195180719465346	0.0602385830443673	0.0299805663613799	Noun	283.777277317	2	1.85	4	1	monomorphemic	singular	Noun	2	6	-2.85224898312	2	1	41	0.41	22	0.4314	17	0.002	524150	25113	1931	S.IH.S.T	S.IH1.S.T	1	4	21	5522.44	23.56	25768	21	773.3	19.88	17430	0.0098951	0.00748405	0.0094085	0.00926519	0.00661525	0.00563131	0.00680543	0.0072047	0.00090984	0.00110696	0.00082554	0.0007899	0.00032812	0.00034833	0.00038658	0.00042218	0.09229532	0.09114827	0.09456072	0.0964586	0.07995269	0.08014855	0.08406919	0.0876044	0.0810103	0.12604002	0.09148498	0.10355717	0.08018906	0.11738829	0.09044304	0.10192908	0.43	17	NA	NA	-0.843970070294529
dab	387	2.05778076292425	1.94972082657067	2.49465795114907	1.43303516362027	1.46308596260288	1.80306362005308	1.43392003174658	1.55927217952205	2.1711298420095	3.85990312944603	4.31677586229345	4.53294215641682	3.17044322579768	2.63689898467891	3.43448825199307	3.41573881096745	4.34641438315401	4.53684311014865	0.143102104287758	0.546817594403132	0.231878671351907	0.075874127026009	0.527488961703132	0.210278391057614	0.0886500616013781	0.286430874589212	0.208134611268807	0.694277246008303	387	0.0648017435048285	0.140928138524557	0.0889022253697718	0.0514170733393062	0.187050057853332	0.116449353573094	0.0368411940367888	0.121917985872919	0.0747949408679134	0.0288232324609541	Noun	284.810000211	14	1.15	3	1	conversion.monomorphemic	infinitive.plural.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	42	122	-128.712981891	50	2	156	1.56	53	1.0392	49	0.0058	463649	9171	465	D.AE.B	D.AE1.B	1	3	27	946.68	18.05	12700	27	946.68	18.05	12700	0.00072638	0.0004744	0.00076964	0.00064171	0.00057353	0.00039787	0.00067555	0.00055992	1.362e-05	8.6e-07	6.76e-06	2.12e-06	1.411e-05	8.3e-07	6.93e-06	2.15e-06	0.0518168	0.03057794	0.04745151	0.03832328	0.04909317	0.02895878	0.045861	0.03750054	0.0565614	0.05262262	0.05141367	0.04261936	0.05636359	0.05037883	0.05113184	0.04214446	1.12	52	NA	NA	0.113328685307003
dam	1770	2.14920881328677	1.85195205449883	2.54573450841993	2.04488958685645	1.4167994905565	2.44925963485404	1.40393713576607	1.06428149758738	1.93448550418435	4.37727917218757	4.62318077375374	4.93400581129264	4.35947566589675	4.86658374599299	5.02909297438316	3.6275723223428	3.83437964293571	4.31519134368757	0.123823570390943	0.316047578003892	0.37155020537567	0.0710979108265626	0.0948354482800919	0.326283900048018	0.0671921214926403	0.0629870612538577	0.113531080092678	0.572035422218785	1770	0.0181183914626719	0.0165114541185807	0.0150862017601133	0.0214370593852484	0.0342469912196895	0.0238965799273802	0.0179203869798498	0.0142365071727855	0.0162961388049659	4.81944343704789e-05	Noun	280.540888519	13	1	3	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	116	161	-762.539822875	46	2	642	6.42	227	4.451	101	0.012	467679	9995	617	D.AE.M	D.AE1.M	1	3	37	1987.46	33.24	20031	37	1987.46	33.24	20031	0.00120598	0.00100948	0.00138348	0.00116701	0.00099358	0.00087494	0.00119479	0.00105074	5.617e-05	0.00013229	0.00010617	0.00015106	5.116e-05	9.77e-05	8.388e-05	0.00012679	0.0592398	0.04648703	0.05733833	0.05139271	0.05651125	0.04485855	0.05572785	0.05055246	0.06343859	0.07366706	0.06465322	0.06041127	0.06322633	0.07142065	0.06435788	0.0599329	5.75	124	inanimate	inanimate	1.74919985480926
dame	340	2.07186680388873	2.26753897328035	2.63847086826655	2.00013913326672	1.43039418869475	2.42962106964493	1.36907518692676	1.69981416893083	2.1247982617656	4.34812091930689	4.64052297511907	4.88930657241207	3.8428828253107	4.64838914503321	4.67167834984148	3.74681206303344	4.14527692855441	4.43577887983029	0.069422607747347	0.461256622848159	0.427790924872626	0.149578927708705	0.11157648771256	0.339668202104312	0.027106720427911	0.0683646270323921	0.109950793928609	0.536450400097972	340	0.0314706127668254	0.0584932889020278	0.0331827603519531	0.0640429343182205	0.0727377971226975	0.0646288234810711	0.0205265207467966	0.0534229851686133	0.0325892676129833	0.00104616068961456	Noun	280.638376082	18	1	4	1	irrelevant.monomorphemic	singular	Noun	140	168	-899.164021154	3	2	837	8.37	528	10.3529	258	0.0308	555051	20844	1184	D.EY.M	D.EY1.M	1	3	27	3561.64	40.54	53076	27	3561.64	40.54	53076	0.00062394	0.00107229	0.00092467	0.00139714	0.00047013	0.00090569	0.00072006	0.00117386	6.81e-06	5.69e-06	1.838e-05	8.21e-06	7.06e-06	5.5e-06	1.884e-05	8.36e-06	0.04623677	0.04093337	0.04867167	0.04939848	0.04573384	0.03972347	0.04825225	0.04897428	0.05642105	0.04857667	0.06228081	0.05955579	0.0561074	0.04793131	0.06199091	0.05909396	13.76	329	NA	NA	2.6217658325052
damn	469	0.815120840993194	0.582440853777383	1.38053905609458	0.716619916223648	0.736544011544012	1.09340280690442	0.134361039194808	0.376110954560056	0.952176928853343	1.0537786251703	1.36205408349515	1.82288268697016	1.16606376897276	2.61038578679824	1.73999990719979	0.290838203749596	1.07631102338208	1.38743738274189	-2.22044604925031e-16	0.0475247985238048	0.0723069396145815	0	0	0.0741778910695294	5.55111512312578e-17	0.0561205607522415	0.0289167617722157	0.0601187201297411	469	0.210297695714421	0.379428525699719	0.262327631531707	0.167142356177685	0.589783743870229	0.287429266601808	0.226417503023327	0.325935628709816	0.266844387183546	0.0834871657789665	Adjective	270.62649591	5	1.65	4	1	conversion.irrelevant.monomorphemic	headword.infinitive.plural present.positive.singular.singular 2p present.singular present 1p	Adjective.Adverb.Interjection.Noun.Verb	640	734	-4152.61571659	48	5	2050	20.5	7743	151.8235	3458	0.4123	524062	15602	522	D.AE.M	D.AE1.M	1	3	37	1987.46	33.24	20031	37	1987.46	33.24	20031	0.00120598	0.00100948	0.00138348	0.00116701	0.00099358	0.00087494	0.00119479	0.00105074	5.617e-05	0.00013229	0.00010617	0.00015106	5.116e-05	9.77e-05	8.388e-05	0.00012679	0.0592398	0.04648703	0.05733833	0.05139271	0.05651125	0.04485855	0.05572785	0.05055246	0.06343859	0.07366706	0.06465322	0.06041127	0.06322633	0.07142065	0.06435788	0.0599329	283.53	4711	NA	NA	5.64731793767507
