Lemma	BNC_Freq	Hh	Hm	Ht	Hrh	Hrm	Hrt	Hlh	Hlm	Hlt	Hh_Lex	Hm_Lex	Ht_Lex	Hrh_Lex	Hrm_Lex	Hrt_Lex	Hlh_Lex	Hlm_Lex	Hlt_Lex	Hh_Cond	Hm_Cond	Ht_Cond	Hrh_Cond	Hrm_Cond	Hrt_Cond	Hlh_Cond	Hlm_Cond	Hlt_Cond	Hi	Freq	JSD_Hh_Dep	JSD_Hm_Dep	JSD_Ht_Dep	JSD_Hrh_Dep	JSD_Hrm_Dep	JSD_Hrt_Dep	JSD_Hlh_Dep	JSD_Hlm_Dep	JSD_Hlt_Dep	JSD_Hi	Dom_Pos	Contextual_H	coltheart.N	OLD20	nletters	nsyl	morphology	flection	synclass	celex.frequency	celex.frequency.lemma	celex.inflectional.entropy	lemma.size	nlemmas	bnc.frequency	bnc.frequency.million	subtlex.frequency	subtlex.frequency.million	subtlex.cd	subtlex.cd.pct	summed.monogram	summed.bigram	summed.trigram	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV	SFreq	SCDcnt	Animacy	Animacy.simplified	logFreq
swarm	471	1.84529861339124	1.63596794765289	2.33760284044928	1.13701053814017	0.711553091341358	1.58543391305512	1.16634397836461	1.19004777658178	1.84485705369987	3.59186728276903	4.7698880606811	4.42126954084661	2.49116722405407	4.8280257491706	3.44578626330896	3.33586876048981	3.96023329253297	4.22898013908582	0.0799040571735596	0.0944682043605933	0.23057314149547	0	-0.0822276628416114	0.120500189449924	0.217875512771876	-4.44089209850063e-16	0.0680614050170076	0.684057901686862	471	0.0520768459899755	0.0628499693330721	0.0477473097352341	0.0567658213509945	0.161501199011304	0.0939180216164792	0.0438674355682483	0.0212383393317062	0.032926032475958	0.0156438398890971	Noun	277.298212739	2	1.75	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	56	199	-222.408961839	46	2	127	1.27	60	1.1765	53	0.0063	569012	22875	1380	S.W.AO.R.M	S.W.AO1.R.M	1	5	6	102.22	5.54	3515	6	102.22	5.54	3515	0.00274953	0.00429049	0.00307386	0.00324111	0.00208328	0.0037102	0.00255501	0.00284287	0.0002264	0.00011853	0.00027129	0.00022835	0.00019404	0.00010686	0.00024728	0.00021526	0.03984736	0.02335016	0.03870151	0.03592034	0.03955901	0.02257303	0.03845508	0.03562054	0.03835051	0.03002956	0.04006914	0.03602516	0.03810555	0.0297949	0.03984581	0.03578071	1.33	58	NA	NA	0.285178942233662
swatch	211	2.29475987615727	2.03324060798618	2.73084364057535	1.80452935426969	1.39273965714368	2.28460460763067	1.77474685054888	1.47911979285185	2.33110332447751	4.06691243416463	4.1469439407334	4.44333576212624	3.35200982208399	2.00416776749071	3.49400446957466	3.46423127788301	4.3738378795791	4.3472301223298	-8.88178419700125e-16	0.34232548145201	0.422039268273484	0	0	0.0700911502911921	0	0.305786798952329	0.272345097318685	0.650261620184342	211	0.0645700969206993	0.0660815178770099	0.0594031290215783	0.151826148982765	0.0799174774726438	0.123317291200183	0.0356066494120447	0.0682320761736341	0.0468310497001237	0.00473398994524101	Noun	425.681559961	2	1.8	6	1	monomorphemic	singular	Noun	5	6	-12.2410413499	2	1	69	0.69	12	0.2353	10	0.0012	598874	28795	2020	S.W.AA.CH	S.W.AA1.CH	1	4	9	390.69	8.32	7858	9	390.69	8.32	7858	0.0006674	0.00171102	0.00074102	0.00099432	0.00057515	0.00162505	7e-04	0.00099289	4.937e-05	6.709e-05	6.222e-05	9.649e-05	4.234e-05	6.426e-05	5.899e-05	9.678e-05	0.03670453	0.02024894	0.03792614	0.03565147	0.03605555	0.0193311	0.0374358	0.03526782	0.03857422	0.05639676	0.04288754	0.04521531	0.03803337	0.05621088	0.04254457	0.04500834	0.35	14	NA	NA	-1.04982212449868
sway	461	1.97846847824043	1.59486203753412	2.45475772853499	1.05319484133633	2.06709682838528	1.4219302983257	1.64382338461721	1.40677279368353	2.17483602588468	4.35735536154099	2.36929834526443	4.00098854820648	3.35501457240107	2.87272933074626	3.58165278288465	3.99246138991092	2.17265848782739	3.56517178644852	0.132080603429025	0.514580525087482	0.437065694146853	0.182449794396303	0	0.127150310018502	0.120395023530849	0.513957146319202	0.387450615593868	0.0291038688093711	461	0.0776710071981464	0.209014773377635	0.113376708937701	0.0834347608295346	0.214275845413161	0.142570210580072	0.0784091903097506	0.171410257578822	0.127409396463815	0.0932585611148128	Verb	276.845828913	11	1.3	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	102	362	-455.687257335	45	2	379	3.79	97	1.902	82	0.0098	506105	21861	1630	S.W.EY	S.W.EY1	1	3	12	4347.66	16.82	31851	11	4347.64	16.81	31850	0.00098093	0.00116401	0.0011277	0.00134836	0.00069632	0.00088676	0.00089158	0.00106128	4.085e-05	5.8e-06	3.277e-05	1.437e-05	3.705e-05	5.22e-06	3.038e-05	1.374e-05	0.04503492	0.02803041	0.04792801	0.04651515	0.04486527	0.02688944	0.04773812	0.0461779	0.02666667	0.01716864	0.02784215	0.02880324	0.02648157	0.0169771	0.02773831	0.02870933	2.53	89	NA	NA	0.928219302739429
sweat	2365	2.23864307411299	1.90419342599128	2.59563157895584	1.82360632791924	1.3403697859274	2.27120351886497	1.48447508121095	1.19555036016257	2.02018079745532	4.40161061627006	4.60466728063428	4.965209587378	4.40575787975043	4.59292595934985	5.00743946091031	3.38663491628609	3.68018264072762	4.17065989548559	0.217026305960476	0.204115925507011	0.36757390461178	0.233276649437385	0.160003126325292	0.337555771839895	0.0793107426886386	0.0588562476421592	0.128963832518584	0.249950392545165	2365	0.0528850439258988	0.0273691159761812	0.0367570552715292	0.0825142763667816	0.0456652662899815	0.0664182306205682	0.0313399297841537	0.0243348360641982	0.0324762909753408	0.0375264416669771	Noun	281.070202375	3	1.65	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	517	751	-4215.25660583	46	2	1355	13.55	1056	20.7059	831	0.0991	636502	32905	1844	S.W.EH.T	S.W.EH1.T	1	4	11	570.1	14.49	14829	11	570.1	14.49	14829	0.00131307	0.00307681	0.00154032	0.00220589	0.0011169	0.0026341	0.0013503	0.00195464	6.128e-05	3.726e-05	7.78e-05	7.829e-05	5.028e-05	3.4e-05	7.005e-05	7.513e-05	0.05650898	0.06131796	0.05968777	0.06219815	0.0556759	0.06000764	0.05903765	0.06155584	0.06094638	0.12673655	0.0717659	0.08632803	0.06056506	0.12621901	0.071573	0.08602418	21.86	863	NA	NA	3.08465848274839
sweep	2246	2.09054848210547	1.89462450325022	2.49296169392874	1.48251134849026	1.75386466379718	2.02454933989505	1.52766371813853	1.23903047055061	2.04464967953644	4.61857206393541	4.86101761766519	5.07708938239348	3.54535288633954	4.54397397283904	4.18706765594687	4.35766959502013	4.38831923137929	4.93662785174723	0.109700405091141	0.342753000047173	0.36179936114617	0.04830180299213	0.406407967377911	0.190475742680599	0.0622684096841359	0.168511218227557	0.14628821684742	0.404020660364961	2246	0.0248280465759895	0.016357459200866	0.0238078951740334	0.040302694071357	0.0279137631040847	0.0493799789218972	0.0187682360494814	0.0135126196529723	0.0196661060219383	0.0128729292318338	Verb	284.540584866	4	1.65	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	261	1028	-1514.18388665	46	2	1055	10.55	411	8.0588	346	0.0412	635029	18425	1048	S.W.IY.P	S.W.IY1.P	1	4	13	409.29	9.93	9435	12	408.9	9.79	9430	0.00082468	0.00195918	0.00095997	0.00117766	0.0005913	0.00171593	0.00076978	0.00098661	4.34e-05	4.464e-05	6.606e-05	7.821e-05	3.969e-05	4.299e-05	6.633e-05	7.926e-05	0.0446156	0.02742318	0.04652987	0.04482333	0.04263307	0.02433644	0.04428046	0.0415894	0.04216974	0.06354688	0.04941902	0.05393676	0.04108454	0.06289785	0.04851166	0.0526792	9.51	381	NA	NA	2.2523438765573
sweet	1573	2.33307227731923	1.68507256719489	2.55631621188173	1.70074151085972	1.61369959834048	2.13834880748059	1.68542108378793	1.29529653373136	2.09775470765991	4.8779005746009	4.47124120938503	5.13287473504164	4.20582849403812	3.70123893335388	4.48058617650847	4.35571447647691	4.30101733285884	4.90002001588551	0.143910053827448	0.168226689879773	0.305722556480776	0.114694983658711	-0.0319209736982833	0.184800472087931	0.0747270300699627	0.0658157276619518	0.146795582087246	0.00568190570268685	1573	0.0846997664469779	0.0783581563715884	0.0794330147593154	0.131942855659393	0.145017356275095	0.152102525490207	0.0253151105841711	0.0387212998736955	0.0537038157790649	0.363788140276648	Adjective	285.068267893	7	1.6	5	1	conversion.monomorphemic	positive.singular	Adjective.Noun	840	1068	-7766.03231148	5	2	3652	36.52	6006	117.7647	3208	0.3825	665491	25117	1345	S.W.IY.T	S.W.IY1.T	1	4	15	183.8	10.25	5924	14	183.41	10.11	5919	0.00107094	0.00222157	0.00132845	0.00169005	0.00083364	0.00175244	0.00111564	0.00133119	5.958e-05	8.035e-05	9.369e-05	0.00013509	5.645e-05	7.739e-05	9.385e-05	0.00013682	0.05543742	0.0602642	0.05932881	0.06205199	0.05342711	0.05686709	0.05702224	0.05870142	0.06218928	0.11916286	0.07320699	0.08640123	0.06100856	0.11816584	0.07225016	0.08500723	145.2	3578	NA	NA	4.9781121023907
swell	1098	2.08787113648435	1.78953739825161	2.51089499273911	1.75815267322982	0.830522672532979	2.09252205167366	1.42049511196524	1.37195874351159	2.02187183317574	4.34693813870403	4.7993393100908	4.89817231965631	3.69076939844745	4.64878753406859	4.2426332615618	3.84962498048604	4.28360205603947	4.57279347442362	0.0810403092015166	0.219702411145541	0.328301740227139	0.0744375933500065	-0.0210741095890787	0.337361761753411	0.0413579037231719	0.115925022216572	0.112610087775496	0.410805237421555	1098	0.0349810745998797	0.054043590994627	0.0330040266525077	0.0263327436804521	0.137184672553581	0.0601601366581969	0.0409359526736699	0.0239616172501103	0.0361749319870845	0.0120268611190884	Adjective	281.268940576	5	1.6	5	1	conversion.monomorphemic	infinitive.plural present.positive.singular.singular 2p present.singular present 1p	Adjective.Noun.Verb	158	368	-775.583028476	51	3	588	5.88	880	17.2549	491	0.0585	603336	23051	1963	S.W.EH.L	S.W.EH1.L	1	4	14	3375.1	16.26	19093	14	3375.1	16.26	19093	0.00156554	0.00312941	0.00198915	0.00267851	0.00134093	0.00259747	0.00177784	0.00235627	9.958e-05	0.0004424	0.00013077	0.00017903	8.644e-05	0.00042181	0.00011524	0.00017589	0.04656557	0.02829347	0.04697906	0.04428199	0.04575801	0.02729527	0.0463857	0.04376097	0.04163707	0.07094626	0.04882707	0.05451489	0.04134788	0.0707778	0.04868188	0.05434475	20.8	570	NA	NA	3.03495298670727
swift	228	2.41831780476175	2.29619444121681	2.81710300418775	2.05822291012776	1.75611104855684	2.57171390305524	1.52003920382836	1.50432765686347	2.1822825933684	4.47668299045299	5.82748676073719	5.56609214737222	4.24731403582902	5.61208772225465	5.51844940279952	3.24261792289371	4.34458261157831	4.4229410585554	0.088692171986958	0.237380083003162	0.453854052111365	-8.88178419700125e-16	0.0166979986367615	0.185544580956564	0.228085850575242	0.687415753908604	0.343573110194693	0.650186383004931	228	0.0675092740042491	0.139035077707054	0.0712235667817771	0.110918499611431	0.0866258713473502	0.101457882468188	0.0221483537169265	0.088838232491046	0.0455585105303966	0.00469675396145022	Adjective	290.327964734	1	1.85	5	1	conversion.monomorphemic	positive.singular	Adjective.Noun	206	239	-1583.4259777	5	2	1274	12.74	158	3.098	136	0.0162	569055	21107	742	S.W.IH.F.T	S.W.IH1.F.T	1	5	7	10.21	1.76	442	7	10.21	1.76	442	0.00141784	0.0024167	0.00150925	0.00178296	0.00095481	0.00178511	0.00110242	0.00131159	8.114e-05	3.645e-05	9.259e-05	7.719e-05	6.997e-05	3.464e-05	8.987e-05	7.695e-05	0.048161	0.03410852	0.04912732	0.04722136	0.04584689	0.03110345	0.04690237	0.04476204	0.05477259	0.04718812	0.05662992	0.05460467	0.05357654	0.04615625	0.05530142	0.05352007	3.86	157	NA	NA	1.35066718347674
swim	1457	2.0471909106789	1.66315718296545	2.43926401964155	1.73312684911578	1.34726355608189	2.24084744732838	1.44711901701769	1.07296453097323	1.96646757497863	4.37296541734313	4.11620420766531	4.7010516976421	4.44410669959145	3.90813918592753	4.77878351932369	3.65666412282512	3.63526296034269	4.26852526755575	0.101312223479164	0.195470658171132	0.357390162836014	0.0610716136261926	0.0298597675524275	0.176460139958178	0.0625340710847175	0.0919704528645204	0.127762993396294	0.35780933821722	1457	0.0265534432000306	0.0349237934454948	0.0223050888904188	0.0334966823248602	0.0632470114576323	0.037946206128784	0.0217547037902868	0.0223091198103814	0.020280746253245	0.0191624315752102	Verb	278.265657816	6	1.65	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	429	1002	-2796.42273302	46	2	1462	14.62	1482	29.0588	807	0.0962	519858	15834	566	S.W.IH.M	S.W.IH1.M	1	4	15	88.09	8.73	2878	15	88.09	8.73	2878	0.00210153	0.00309769	0.00216828	0.00234731	0.00119984	0.00217671	0.00136702	0.00143683	7.064e-05	5.51e-05	8.899e-05	8.925e-05	6.792e-05	5.322e-05	9.098e-05	9.073e-05	0.0460258	0.02773839	0.04646075	0.04237881	0.04315569	0.02410237	0.04375204	0.03942574	0.04714134	0.07680289	0.05420474	0.06002979	0.04108696	0.066325	0.04837497	0.0519536	31.8	844	NA	NA	3.45946628978613
swine	655	2.10307989678269	2.25656927290639	2.6973594623472	1.91641022423561	1.72509561069912	2.47969917750972	1.60948576048925	1.67184490805312	2.23255217852209	4.50885981337729	4.43407118259018	4.975732660859	3.7700469970793	3.93230704022826	4.32802226703648	4.0914414067137	4.22945347234655	4.69700670688507	0.0504638774092596	0.414976931435409	0.318604335939555	-0.00967160984600923	0.177458076704999	0.290663015087995	0.0509895147411488	0.0816084130710513	0.103114627009084	0.688670338695236	655	0.0431679468327908	0.0735825867906058	0.0485362550204862	0.071933740405862	0.0862172064341189	0.0788047206874389	0.0253440597499934	0.0616900719045014	0.0414453302006006	0.0193758554325728	Noun	288.720298976	6	1.55	5	1	monomorphemic	plural.singular	Noun	36	36	-150.412756585	4	1	252	2.52	183	3.5882	140	0.0167	644306	46560	3242	S.W.AY.N	S.W.AY1.N	1	4	11	214.11	7.68	5648	11	214.11	7.68	5648	0.00108646	0.00140665	0.0013156	0.00173588	0.00090795	0.00125604	0.00116754	0.00162163	4.001e-05	2.275e-05	4.971e-05	4.399e-05	3.264e-05	1.971e-05	4.012e-05	3.876e-05	0.04453429	0.03579004	0.0465562	0.04613127	0.04418729	0.0347648	0.04624484	0.04575392	0.04478871	0.0779252	0.05266041	0.05955189	0.04448379	0.07766341	0.05255101	0.05936886	4.43	160	NA	NA	1.48839958405704
swing	4365	2.17246691036712	1.86524401084288	2.5729426888726	1.67043452244423	1.30528331460794	2.15706037308908	1.50156277994208	1.24221585253262	2.06405665509493	4.68705935509693	4.82384037489157	5.12013915980056	4.21683003124491	4.55437017397846	4.80330906303445	4.0398977286532	4.29397812788857	4.74493017773358	0.122087612932444	0.290056799706544	0.42197359739436	0.126972019053646	0.188886382727251	0.282586743495894	0.044409518164346	0.0957639729546429	0.115128788263781	0.527515016762827	4365	0.0133769352450315	0.0160810208490443	0.0115357397816819	0.0308569238094672	0.0398731640328125	0.0317701637132712	0.0062100945221466	0.00980329840695793	0.00722971035725083	0.00151882101244426	Verb	283.883890488	6	1.3	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	552	1319	-3878.99215165	46	2	1950	19.5	1064	20.8627	755	0.09	581867	52192	18759	S.W.IH.NG	S.W.IH1.NG	1	4	21	620.19	18.7	14890	14	205.55	11.63	5159	0.00633874	0.00637991	0.00635009	0.00735678	0.0011826	0.00246638	0.00149432	0.00186863	0.00016852	0.00046942	0.00020848	0.00028378	7.056e-05	3.16e-05	8.918e-05	6.676e-05	0.04030591	0.02833352	0.04195332	0.04117891	0.03745049	0.02469187	0.03926474	0.03823396	0.04754084	0.08125569	0.05359692	0.06385865	0.04148455	0.07074994	0.04776842	0.05576637	25.98	857	NA	NA	3.25732701124245
swipe	262	1.95507774810087	1.49813098059236	2.34644218193186	0.881900353077461	1.32408634414602	1.46379630838766	1.59113667341159	1.05338776932357	2.05328115131361	3.60603029132054	3.32122503779303	3.97857596471278	2.24271817544698	2.80283926913538	2.7120376455461	3.31826215397582	3.02213308017985	3.84705997629017	0.0448300751665216	0.07193278683464	0.203515333796283	0	0	0.11705402596152	0.0626665113004696	-4.44089209850063e-16	0.0593021603408634	0.466528621876661	262	0.0336852917576468	0.0999844692486402	0.0526698394681232	0.106018671361548	0.0561251891137831	0.105088620120591	0.0169213622376704	0.0948359257105663	0.0448875587738929	0.00595957360214165	Verb	248.171576907	2	1.75	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	13	23	-29.1151724898	46	2	81	0.81	75	1.4706	65	0.0077	612300	26075	810	S.W.AY.P	S.W.AY1.P	1	4	9	38.16	4.7	1587	9	38.16	4.7	1587	0.00067775	0.00069631	0.00073563	0.00080508	0.00059992	0.00065082	0.00069764	0.00078155	1.617e-05	5.96e-06	2.321e-05	1.55e-05	1.411e-05	5.06e-06	2.008e-05	1.39e-05	0.04197566	0.02587084	0.04369951	0.04183876	0.04163523	0.02493935	0.04340091	0.04149047	0.04074929	0.06220995	0.04789832	0.05289063	0.04046364	0.0620465	0.04779882	0.0527356	1.61	70	NA	NA	0.476234178996372
swirl	396	1.93522647699497	1.89718506730573	2.42481148274812	1.35766592594413	1.57208394643986	1.80821803094167	1.21624291867987	1.26946751390435	1.91826154102836	4.20170198287449	4.63940289420755	4.72835796875669	3.2075112913492	3.65057400138014	3.6949386166348	4.3082706009927	4.20931181222458	4.80842879361494	0.0848835918319768	-0.019414480066966	0.192386288793323	4.44089209850063e-16	0	4.44089209850063e-16	0	8.88178419700125e-16	0.0330330621475907	0.658145564547557	396	0.0716315769491861	0.0311142829531671	0.0551882459803087	0.0480413772125759	0.0886119297140225	0.0857582101432718	0.0694777195061107	0.0130829923946013	0.0422214033574786	0.0060861206701593	Noun	284.031385648	3	1.8	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	41	213	-139.131722961	46	2	137	1.37	40	0.7843	37	0.0044	595993	17603	701	S.W.ER.L	S.W.ER1.L	1	4	8	25.98	2.84	788	8	25.98	2.84	788	0.00093643	0.00128812	0.00106553	0.00150893	0.00049868	0.00087576	0.00065847	0.00108219	4.171e-05	6.317e-05	3.886e-05	6.018e-05	2.999e-05	5.852e-05	2.745e-05	5.578e-05	0.04470982	0.02824925	0.04448179	0.04135732	0.04100732	0.02190846	0.04099445	0.03744629	0.04208097	0.05921803	0.04684807	0.04958569	0.03868689	0.05701376	0.04370095	0.04635045	0.9	43	NA	NA	-0.105360515657826
switch	6757	2.24087417826453	2.00845493542643	2.63737066561207	1.88613387496646	1.58014972672985	2.37861296110664	1.56554957317497	1.34650019292424	2.12177631725414	5.01574938495582	5.20220094820775	5.41277872095937	4.55202643011561	4.95485167396743	5.05596204737313	4.51637658282488	4.85257173697118	5.13817194482887	0.26763115133526	0.481328821472977	0.57358436556401	0.217803611370371	0.337075684872908	0.460032757050334	0.137007076958318	0.145385194297406	0.263703719775869	0.505078326615902	6757	0.0181513779897244	0.0244507655670558	0.0163231887647409	0.0193617444812726	0.0438397809001173	0.0250167450218188	0.0194289160966002	0.0219094764354192	0.0216242125213854	0.00288818968771048	Verb	281.626326551	4	1.75	6	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	527	1171	-3828.64188861	46	2	3316	33.16	1225	24.0196	895	0.1067	605134	24144	2235	S.W.IH.CH	S.W.IH1.CH	1	4	14	594.19	12.39	9841	14	594.19	12.39	9841	0.00127065	0.00240125	0.00145952	0.00174379	0.00091226	0.00173618	0.00111595	0.00127756	7.83e-05	9.765e-05	0.00010572	0.00012321	6.879e-05	8.99e-05	9.721e-05	0.00011538	0.04079108	0.0243362	0.04201146	0.0393304	0.03793441	0.02073233	0.03932262	0.03639797	0.04545455	0.07299439	0.05180121	0.05800398	0.03940821	0.06254034	0.04597643	0.04993631	28.12	1000	NA	NA	3.33648106694246
swoop	395	2.2446885728283	1.28722350578131	2.49556955574218	1.53871554289995	0.910747667365315	1.90601932301436	1.76498029200067	0.905062415854709	2.10173143884534	4.27741858501984	2.83307111403378	4.3295766969941	3.99324188163711	2.37159088009176	4.07067922731416	3.74421838821658	2.48820718018442	3.89233783975683	0.0756078822610311	0.00991447258141021	0.176150703507997	0	0	-0.00274387929952624	-0.00456068307663759	-0.00441848621388718	0.0592364948935473	0.317929479133769	395	0.0528320806331163	0.103595963856151	0.0525166892459196	0.0465421676896245	0.234693505807276	0.106635716635025	0.066734065493276	0.0513736653787944	0.0587196242470135	0.0253695547620428	Verb	284.986872467	5	1.7	5	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	37	117	-110.65116207	46	2	209	2.09	72	1.4118	68	0.0081	566735	18521	826	S.W.UW.P	S.W.UW1.P	1	4	14	56.06	6.71	1953	14	56.06	6.71	1953	0.00053806	0.00020287	0.00056617	0.00042288	0.00048575	0.00018593	0.00053432	0.0004099	1.873e-05	2.33e-06	1.356e-05	5.52e-06	1.941e-05	2.26e-06	1.39e-05	5.62e-06	0.04295468	0.0253577	0.04429219	0.04203863	0.04237509	0.024373	0.04374522	0.04154546	0.04074929	0.05959759	0.04639176	0.04943944	0.04055234	0.05939463	0.04617469	0.04918556	1.53	70	NA	NA	0.425267735404344
sword	3889	2.16670232776478	1.86079230568646	2.59751029438186	1.89637023735048	1.39993858886135	2.36969356845846	1.4304445366798	1.27932147203269	2.04762244374706	4.39346225948665	5.11841136412919	5.13749430661944	4.49650032925919	5.16686096926992	5.17070732752804	3.51685376629735	4.61505215658121	4.62224106259768	0.111111365396499	0.31422324751051	0.367460902933033	0.101129436700541	0.232045303899452	0.34947545430586	0.0396806928111442	0.0705933471222266	0.0963062584228691	0.51145358428574	3889	0.0390750659548773	0.0229861280364852	0.0279271266121256	0.0510156549463931	0.0189734889485283	0.0368456178804007	0.0367000141254091	0.0256840878941922	0.0312301876864869	0.00246064888535905	Noun	281.737358278	3	1.75	5	1	monomorphemic	singular	Noun	237	305	-1869.67135777	2	1	1477	14.77	1245	24.4118	436	0.052	575830	28179	1703	S.AO.R.D	S.AO1.R.D	1	4	21	497.11	20.45	12429	21	497.11	20.45	12429	0.00375606	0.00448319	0.00423884	0.00441986	0.00258815	0.00373606	0.00313528	0.00338318	0.00027747	0.00018909	0.00034551	0.00033286	0.00020992	0.00017339	0.00029665	0.00031656	0.06480765	0.05801023	0.07031674	0.07295047	0.06368713	0.05662302	0.06937122	0.07198808	0.07737038	0.07191457	0.08765387	0.09376221	0.07714715	0.071657	0.08753702	0.09351641	26.18	462	NA	NA	3.26499576048175
tab	789	2.27320956716644	1.71354484249388	2.54621856907871	1.88424073325465	1.47415643295668	2.39443123436487	1.60251774862104	1.11493935584653	2.04550874009562	4.44905516776067	4.03226071948568	4.75912570874005	3.96893345310144	3.7382950339247	4.4241946807083	3.82065926600812	3.6382432345919	4.37005635483367	0.122007506589109	0.267058954613105	0.340789842996551	0.070100087003651	0.210853128552257	0.237146565485157	0.0734310954952857	0.0604142361835871	0.115191259080802	0.68385234966853	789	0.0203204390551607	0.0766162165579368	0.0434361835708877	0.0458542702790899	0.032181788706053	0.0330018116599401	0.0147379015706653	0.0962322023842031	0.0543247274104937	0.0152706310570167	Noun	425.681559961	15	1.1	3	1	monomorphemic	singular	Noun	26	55	-122.438994221	2	1	322	3.22	258	5.0588	211	0.0252	487205	11222	1046	T.AE.B	T.AE1.B	1	3	28	176.67	16.14	5236	27	175.45	15.79	5190	0.0013348	0.00049571	0.00124285	0.00096067	0.00105174	0.00040967	0.00106835	0.00083134	6.809e-05	1.502e-05	6.357e-05	3.662e-05	5.998e-05	1.411e-05	6.183e-05	3.624e-05	0.04451009	0.03840325	0.04311498	0.03734257	0.04180072	0.03639958	0.0415402	0.03652734	0.05459649	0.0467221	0.05034812	0.04171153	0.05440115	0.04448169	0.05006771	0.04123817	5.76	232	NA	NA	1.7509374747078
tack	1027	2.2146824891994	1.82181189634154	2.54389322994646	2.07890966830539	1.37166262076592	2.40588607187307	1.61617986277271	1.20622929950638	2.11698283515366	4.6374813040174	4.39594925326727	5.04153921741395	4.40230279048808	4.1260883131666	4.91788862311727	4.0819325499435	3.82039243084828	4.6054272485554	0.145885821049084	0.157704293570808	0.305399345531797	0.0942767341235742	0.083203215061439	0.136021520889786	0.0978991640697737	0.0696154809418839	0.131605871407428	0.32407042490346	1027	0.0196748736213138	0.0498990964850854	0.0290777058672646	0.0410287412347937	0.0950325276993615	0.060565754532727	0.0107525561361585	0.0419463506262278	0.0227930747238789	0.0243635858861942	Noun	287.290301679	16	1	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	46	92	-207.744578276	46	2	528	5.28	90	1.7647	67	0.008	511361	16641	2539	T.AE.K	T.AE1.K	1	3	46	5799.91	49.61	45569	46	5799.91	49.61	45569	0.00254543	0.00151758	0.0025393	0.00223108	0.00192415	0.0013413	0.00212535	0.0019958	0.00013277	7.809e-05	0.00015911	0.00015339	0.00010055	5.476e-05	0.00012995	0.00011491	0.05481006	0.05379276	0.05620056	0.0536509	0.05209387	0.05178008	0.05459935	0.05281383	0.06891228	0.06515545	0.07104906	0.0625712	0.06868687	0.06291273	0.07074751	0.06209377	2.12	73	NA	NA	0.751416088683921
